student,currProb,course,session,priorTutorAction,reward,Dim.1,Dim.2,Dim.3,Dim.4,Dim.5,Dim.6,Dim.7,Dim.8,Dim.9,Dim.10,Dim.11,Dim.12,Dim.13,Dim.14,Dim.15,Dim.16,Dim.17,Dim.18,Dim.19,Dim.20,Dim.21,Dim.22,Dim.23,Dim.24,Dim.25,Dim.26,Dim.27,Dim.28,Dim.29,Dim.30,Dim.31,Dim.32,Dim.33,Dim.34,Dim.35,Dim.36,Dim.37,Dim.38,Dim.39,Dim.40,Dim.41,Dim.42,Dim.43,Dim.44,Dim.45,Dim.46,Dim.47,Dim.48,Dim.49,Dim.50
0008-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0,-2.660439842,1.197531964,0.970649654,-4.428293981,-2.226981353,1.1005595,-1.643319194,-0.600707419,0.822210288,1.17909756,-2.183637657,-1.003904429,1.881333787,-0.535951494,-2.385151558,0.86897527,-0.642565194,-0.112210025,1.239212038,0.59677546,0.072055901,-0.054550492,0.740503516,-1.046221129,-0.024483068,1.128741655,-0.990729212,0.725193365,0.168182728,0.397948291,0.659695482,-1.016812124,0.429958381,0.397642535,-0.548127684,0.322304414,-0.210136016,-1.077994105,0.418129297,-0.068561655,-0.244106433,0.264589856,0.0011416,-0.150122259,0.191385374,0.258792905,0.258004628,-0.279250118,0.464688586,0.592649762
0008-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0,-3.684174246,1.580063991,1.311572461,-1.757052555,3.728574325,-0.811064886,1.087322009,0.455002141,-0.819523926,0.641152629,0.077745103,1.065532338,2.670114696,-1.100204026,0.065193057,0.666223264,-0.891298496,0.851208557,1.984812789,-0.070572551,-0.73501587,-0.453863234,-0.735750671,-0.251678542,0.434743354,0.04050077,-0.019239632,0.249009684,-0.13120253,0.732671666,0.103592741,1.254865282,-0.128223183,0.246710008,1.596282237,0.88651749,0.133171239,0.489502369,-0.673108634,-0.901177558,-0.892702219,-0.411263604,-1.019309038,0.451293691,1.35116552,-0.195057015,0.929147058,-0.198546764,0.509007782,-0.049398902
0008-F14,1.0.4.0,226-001-BARNES-F14,1,PS,40.78947368,-1.810109413,-0.469459144,-0.334599294,-5.22605873,-0.004429578,0.31919937,-0.793882397,-1.285309377,-0.085474186,2.630086362,1.352622914,-1.016354074,1.926703284,0.129071847,-1.99958279,-1.455267735,-2.076125293,1.22586772,1.32970746,0.268347774,-1.378102498,-0.580088177,-0.02503373,-0.925672413,0.025446757,-0.467744654,-0.309432628,0.644059039,0.851262948,0.499288318,0.29042797,0.451934189,-0.367447173,0.209482054,0.819241859,0.671295115,-0.240561775,-0.16825808,-0.147361621,-0.463393493,0.143763363,0.519687668,-0.203965627,0.090273018,1.262313108,0.547780086,-0.578854288,-0.732960537,0.76987104,-0.050332652
0008-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0,-2.602895236,2.074325553,-2.047905697,-2.981050611,-3.296331249,1.686197485,-2.421155693,2.041971793,-1.663114521,-1.4808916,0.034541158,-0.817889331,0.5945581,-0.684162642,-1.009770667,-0.997511646,0.488441511,1.101071515,0.606129115,-0.767509656,-1.232608875,-0.346455824,0.358740947,0.152960226,-0.266775039,0.255945526,0.518538436,-1.010595643,-0.117091419,-0.576006783,1.342543042,1.204024748,0.707961488,-0.016439605,0.101577929,0.001969648,0.47877066,-0.11745523,0.357053335,-0.261268471,0.253281541,-0.04534821,0.121304449,0.365189747,0.154718625,-0.09037658,0.107083724,0.261111502,0.347742437,0.262764959
0008-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0,-4.476427885,-0.164078239,0.778427365,1.713904734,0.183694048,1.87852323,-1.395452172,-1.018847104,1.712899158,-1.059283632,-1.580427274,0.12925091,1.568954333,-1.112931337,0.736793049,-0.451112311,-0.972821793,0.767946972,-0.250431861,-1.573403083,-1.253141655,-0.251307098,0.20844859,0.58383838,0.003986105,0.273181384,0.35642379,-1.199035657,-0.390653202,-0.635458876,0.746122849,1.32738469,0.452706582,0.314822492,0.263453687,0.118659516,0.361844478,-0.048517869,0.206071379,-0.48956519,-0.056472709,0.038806271,-0.206990122,0.228540614,-0.022008857,0.24545008,0.628802631,0.117859108,0.118988363,0.017093578
0008-F14,2.1.3.0,226-001-BARNES-F14,1,PS,26.94161875,-1.938381591,-0.290696262,-3.496030107,-2.579747926,0.720764666,0.536703915,-2.190944807,-1.539008536,-0.807694052,-1.106177848,-0.002422009,-0.528062663,1.445721024,-0.423979501,-0.839667129,-1.678038966,0.58549925,2.353620586,-0.769199347,-1.063707874,-1.912844325,-0.418087582,1.294261544,-0.166566571,-0.173112889,0.038112457,-0.300627787,-0.513026297,0.846396603,-0.807890752,0.173429495,-0.770996348,0.854469807,0.587769302,-0.972204188,0.128130213,0.022681247,-0.854556425,0.786853902,-0.392831413,0.073619398,0.052289123,0.120803216,-0.213928749,-0.564863193,0.117013441,0.177496778,0.041762407,0.058890893,-0.424024857
0008-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0,-2.725823014,2.12326609,-3.601330194,-2.790263214,-2.396150367,2.016995066,-1.463875451,3.024103726,-0.980262103,-1.802682016,1.459184081,-1.016985832,1.115212776,-1.078220315,-0.749353417,0.083427421,-0.00723572,1.843433962,1.07749749,-0.946784814,0.367599117,0.483935459,-1.237275843,0.046423431,0.254004653,-0.209399781,0.996508799,-0.104154583,-0.86814154,0.612582072,1.452014407,1.138428973,0.295067521,0.251865429,0.087313419,-0.074423839,-0.19927002,0.476001168,-0.190788991,0.299915026,0.663051506,0.023002412,0.330347062,-0.182246021,-0.170907046,0.032527026,-0.457253496,0.328010402,-0.011384349,0.651840375
0008-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0,-4.741919546,0.023084436,1.151973729,2.356166925,0.736326485,2.499414146,-0.496667212,-0.909797084,2.556055353,-1.047473263,-1.332114745,-0.117391652,1.535124215,-0.649532317,0.368136474,0.123505822,-0.257295947,1.574418642,0.520456027,-1.747306934,-0.301673484,0.421755389,-1.401757707,0.311434158,0.648611578,-0.241112898,0.197423465,1.112074581,-0.697177687,0.833981773,0.678694161,0.224700781,-0.126456678,0.285271389,0.92672965,0.401464401,-0.435699211,0.2395619,-0.588427828,-0.470194458,0.832479843,0.621491717,0.158156806,-0.144549144,0.025631702,-0.292106808,-0.063301586,0.138222054,0.537273069,-0.209911548
0008-F14,3.1.3.0,226-001-BARNES-F14,1,PS,22.75434446,-1.991814227,-0.513128783,-5.159261803,-1.295498768,1.48938417,0.531265476,-1.697774879,-0.869272413,0.661707052,-1.454748736,1.604581664,-1.548898132,1.419468911,-0.260042216,-0.654384421,-0.394668119,1.123858743,3.485547901,0.600114063,-1.221032759,0.1419043,0.382150138,-0.4895562,-0.612353553,0.97553484,-0.603859987,-0.422131313,1.418288389,0.124478708,0.879982861,-0.372538477,-1.14878771,0.482095331,0.679543659,-0.906443435,-0.018621343,-0.85329564,-0.561506653,0.115652812,-0.072770555,0.663553167,0.351030568,0.09477012,-0.739293775,-0.758612053,-0.171118633,-0.398410904,0.047975214,-0.412580252,-0.21393722
0008-F14,4.1.1.0,226-001-BARNES-F14,1,PS,0,-3.296484913,0.819182143,-4.000737263,-1.546144291,-3.804600013,2.599184512,-1.562434199,2.866121135,0.287166391,-1.454511091,1.779173537,-2.098955235,0.643903914,0.12542532,0.403741845,0.684473422,0.278718158,1.753633651,1.13971456,0.366851071,0.432927434,-0.274127637,0.679036452,-1.111561469,0.200094701,-0.786693496,0.825453685,-0.841890221,-0.452470851,0.249865501,0.708492855,1.050527522,0.269713781,0.464753818,-0.377523465,-0.656247605,-0.014276772,0.270162007,0.216072344,0.535742993,-0.06162406,-0.340538039,-0.573007241,-0.012273229,0.721852946,0.114469765,0.203664381,-0.640860037,-0.394700768,0.02778759
0008-F14,4.1.2.0,226-001-BARNES-F14,1,WE,0,-4.697467348,0.017046891,0.405398451,2.371653115,0.668053143,1.603889708,-1.133932934,-0.942025284,2.264211786,-1.352371889,-1.067103153,-0.660953829,1.797176525,-0.912597601,1.221407859,1.020302698,-1.75630193,-0.047342714,-0.286440664,-0.648345066,-1.211621635,-0.396327077,0.240192362,-0.447247155,-0.621906443,-0.202792351,1.077274585,-0.196249176,-0.275470987,0.697884344,1.16859673,0.696551621,-0.127089428,0.544664247,0.223614455,0.392388737,-0.133816085,0.290376916,-0.186875583,0.240808633,0.694135885,0.289756273,0.021517292,0.027464241,0.77277573,0.089133487,-0.318533133,-0.322709911,0.040458069,0.399875022
0008-F14,4.1.3.0,226-001-BARNES-F14,1,PS,9.514563107,-1.529129283,1.321514193,-6.010739978,-1.648211759,3.890909158,-0.232630313,-0.142964425,-0.235394509,-1.216459909,-2.515374752,1.213003628,-1.327110044,0.833157997,-0.156008465,1.52997451,1.898073397,-0.889747995,1.249985479,-0.315644865,0.478097035,-0.455701416,-0.567632664,0.263798174,-1.163003987,-0.183735743,-0.637213017,0.841073847,0.36043434,-0.624039942,1.021819356,0.778441887,-0.628762263,0.08274555,1.420429549,-1.520441374,-0.495209007,-0.227634321,-0.835037729,0.495722323,0.201795407,-0.228388261,0.046062979,-0.070034358,-0.477879883,-0.367408463,0.765970438,0.10434153,0.231504035,-0.708143371,0.461729368
0008-F14,5.1.1.0,226-001-BARNES-F14,1,PS,0,-3.567857161,0.273393584,-4.878807798,-0.748964271,-3.453012095,2.038076697,-1.34478242,2.854726706,0.589335653,-0.840756541,1.180015181,-2.165352677,0.011324217,0.402335627,0.527314342,1.539331162,0.580771868,2.032918048,0.362013262,2.434751,-0.388053681,-0.703708887,-0.118292938,-1.194333343,-0.069312266,-0.996654601,-0.096656102,-0.530282717,-0.530820704,-0.376009049,0.526480989,0.727806551,-0.112425288,0.468622355,-0.564811447,-0.132406984,-0.577835524,-0.131509614,0.301449274,0.687451363,-0.412907522,-0.134845425,-0.645548487,-0.406069633,0.309685927,-0.200623551,-0.02285847,-0.142120624,0.144912713,-0.274074648
0008-F14,5.1.2.0,226-001-BARNES-F14,1,WE,0,-4.898329304,-0.797071083,0.892461446,3.096122844,-0.107340286,1.556313349,-1.22370845,-1.565703627,2.764387829,-0.305535031,-1.426098469,-0.612341872,0.989404162,-0.424848676,0.040423421,0.20625349,-0.27963475,1.527774813,-0.564998498,-0.225043016,-1.26875462,-0.111895709,-0.900440725,-0.074519576,-0.040369433,-0.566052867,-0.33136263,0.529314959,-0.2160378,-0.171543157,0.318999631,-0.221642486,-0.098735774,0.329659596,0.764971661,0.770315938,-0.527328316,-0.027492528,-0.378534846,-0.326551931,0.575662269,0.523022944,-0.082579521,-0.524336241,0.384925949,-0.716282267,0.196127811,-0.255692432,0.79077815,-0.731425311
0008-F14,5.1.3.0,226-001-BARNES-F14,1,PS,0,-1.383710458,0.993148127,-6.340176114,-0.934084058,3.789844754,0.284918607,1.422525516,0.204804587,0.008080613,-0.990335528,1.116824503,-0.649349532,0.568433471,-0.563229459,0.455633292,1.912722609,-0.279023998,-0.264196748,-1.705879278,1.054131727,-0.221064409,0.695886311,-0.086542218,-0.790290301,0.914824455,-1.131312067,0.126601843,0.306959107,-0.091965288,-1.319386038,-0.356045364,-0.631714652,-0.784678007,0.756705086,-1.270004991,0.437240551,-0.739797914,-0.273307642,0.239842965,0.153753748,0.207060353,-0.286851444,0.363064859,-0.354466761,-0.842688163,0.622958227,0.511242994,0.305982646,0.875807502,-0.843793739
0008-F14,6.1.1.0,226-001-BARNES-F14,1,PS,0,-2.885556314,0.587466016,-2.982447384,-0.01089726,-3.361100535,0.587191277,-1.478095741,1.605111763,-1.17320363,-1.032987373,-1.543922547,-1.107711814,-2.293941919,2.139323589,1.425078427,0.151760513,1.773030196,1.543420901,1.039224829,1.87704366,1.30092543,-1.196097594,0.181371405,-0.941877478,0.499099848,-1.396370987,-0.604538677,0.272632271,-2.151927401,0.476734093,0.020072276,0.070960332,-0.834944416,-0.006369718,0.858838476,-1.187695699,0.473278463,-0.226013032,-0.152171031,-0.909241477,-1.625109451,0.010264557,-0.978404813,-0.015289333,-0.464723392,-0.268929796,0.595782022,0.353828457,-0.740072144,0.010698792
